item_id,isolation,ts
U2S1-0001,DECISIVE,2026-09-14T08:19:29Z
U2S1-0003,DECISIVE,2026-09-14T08:19:34Z
U2S1-0012,NOT_DECISIVE,2026-09-14T08:19:39Z
U2S1-0019,NOT_DECISIVE,2026-09-14T08:19:51Z
U2S1-0025,DECISIVE,2026-09-14T08:19:56Z
U2S1-0027,NOT_DECISIVE,2026-09-14T08:20:02Z
U2S1-0028,UNCLEAR,2026-09-14T08:20:06Z
U2S1-0030,NOT_DECISIVE,2026-09-14T08:20:10Z
U2S1-0034,NOT_DECISIVE,2026-09-14T08:20:50Z
U2S1-0038,NOT_DECISIVE,2026-09-14T08:20:53Z
U2S1-0039,NOT_DECISIVE,2026-09-14T08:20:55Z
U2S1-0041,NOT_DECISIVE,2026-09-14T08:21:03Z
U2S1-0043,NOT_DECISIVE,2026-09-14T08:21:13Z
U2S1-0049,NOT_DECISIVE,2026-09-14T08:21:17Z
U2S1-0077,NOT_DECISIVE,2026-09-14T08:21:18Z
U2S1-0081,NOT_DECISIVE,2026-09-14T08:21:19Z
U2S1-0084,NOT_DECISIVE,2026-09-14T08:21:21Z
U2S1-0086,NOT_DECISIVE,2026-09-14T08:21:27Z
U2S1-0091,NOT_DECISIVE,2026-09-14T08:21:29Z
U2S1-0108,NOT_DECISIVE,2026-09-14T08:21:31Z
U2S1-0110,NOT_DECISIVE,2026-09-14T08:21:32Z
U2S1-0120,NOT_DECISIVE,2026-09-14T08:21:33Z
U2S1-0121,NOT_DECISIVE,2026-09-14T08:21:33Z
U2S1-0135,NOT_DECISIVE,2026-09-14T08:21:38Z
U2S1-0137,NOT_DECISIVE,2026-09-14T08:21:40Z
U2S1-0139,NOT_DECISIVE,2026-09-14T08:21:41Z
U2S1-0141,NOT_DECISIVE,2026-09-14T08:21:42Z
U2S1-0142,UNCLEAR,2026-09-14T08:21:45Z
U2S1-0148,NOT_DECISIVE,2026-09-14T08:21:48Z
U2S1-0150,NOT_DECISIVE,2026-09-14T08:21:59Z
U2S1-0154,NOT_DECISIVE,2026-09-14T08:22:00Z
U2S1-0162,NOT_DECISIVE,2026-09-14T08:22:02Z
U2S1-0164,NOT_DECISIVE,2026-09-14T08:22:04Z
U2S1-0168,NOT_DECISIVE,2026-09-14T08:22:08Z
U2S1-0172,NOT_DECISIVE,2026-09-14T08:22:11Z
U2S1-0173,NOT_DECISIVE,2026-09-14T08:22:15Z
U2S1-0177,NOT_DECISIVE,2026-09-14T08:22:16Z
U2S1-0178,NOT_DECISIVE,2026-09-14T08:22:17Z
U2S1-0181,NOT_DECISIVE,2026-09-14T08:22:18Z
U2S1-0183,NOT_DECISIVE,2026-09-14T08:22:27Z
U2S1-0184,NOT_DECISIVE,2026-09-14T08:22:29Z
U2S1-0188,NOT_DECISIVE,2026-09-14T08:22:31Z
U2S1-0199,DECISIVE,2026-09-14T08:22:38Z
U2S1-0200,NOT_DECISIVE,2026-09-14T08:22:40Z
U2S1-0201,NOT_DECISIVE,2026-09-14T08:22:43Z
U2S1-0206,NOT_DECISIVE,2026-09-14T08:22:45Z
U2S1-0207,NOT_DECISIVE,2026-09-14T08:22:49Z
U2S1-0209,NOT_DECISIVE,2026-09-14T08:22:51Z
U2S1-0210,NOT_DECISIVE,2026-09-14T08:22:52Z
U2S1-0212,NOT_DECISIVE,2026-09-14T08:22:53Z
U2S1-0216,NOT_DECISIVE,2026-09-14T08:22:55Z
U2S1-0217,NOT_DECISIVE,2026-09-14T08:22:56Z
U2S1-0220,NOT_DECISIVE,2026-09-14T08:22:57Z
U2S1-0223,NOT_DECISIVE,2026-09-14T08:23:00Z
U2S1-0229,NOT_DECISIVE,2026-09-14T08:23:01Z
U2S1-0230,NOT_DECISIVE,2026-09-14T08:23:02Z
U2S1-0234,NOT_DECISIVE,2026-09-14T08:23:02Z
U2S1-0247,NOT_DECISIVE,2026-09-14T08:23:03Z
U2S1-0249,NOT_DECISIVE,2026-09-14T08:23:05Z
U2S1-0254,NOT_DECISIVE,2026-09-14T08:23:06Z
U2S1-0256,NOT_DECISIVE,2026-09-14T08:23:08Z
U2S1-0259,NOT_DECISIVE,2026-09-14T08:23:16Z
U2S1-0265,NOT_DECISIVE,2026-09-14T08:23:18Z
U2S1-0270,NOT_DECISIVE,2026-09-14T08:23:18Z
U2S1-0289,NOT_DECISIVE,2026-09-14T08:23:19Z
U2S1-0294,NOT_DECISIVE,2026-09-14T08:23:20Z
U2S1-0309,DECISIVE,2026-09-14T08:23:23Z
U2S1-0310,DECISIVE,2026-09-14T08:23:24Z
U2S1-0313,NOT_DECISIVE,2026-09-14T08:23:26Z
U2S1-0318,NOT_DECISIVE,2026-09-14T08:23:27Z
U2S1-0320,NOT_DECISIVE,2026-09-14T08:23:28Z
U2S1-0322,NOT_DECISIVE,2026-09-14T08:23:31Z
U2S1-0326,NOT_DECISIVE,2026-09-14T08:23:35Z
U2S1-0328,NOT_DECISIVE,2026-09-14T08:23:36Z
U2S1-0333,NOT_DECISIVE,2026-09-14T08:23:37Z
U2S1-0338,NOT_DECISIVE,2026-09-14T08:23:38Z
U2S1-0350,NOT_DECISIVE,2026-09-14T08:23:39Z
U2S1-0353,NOT_DECISIVE,2026-09-14T08:23:39Z
U2S1-0357,DECISIVE,2026-09-14T08:23:41Z
U2S1-0360,NOT_DECISIVE,2026-09-14T08:23:42Z
U2S1-0362,NOT_DECISIVE,2026-09-14T08:23:43Z
U2S1-0368,NOT_DECISIVE,2026-09-14T08:23:44Z
U2S1-0374,NOT_DECISIVE,2026-09-14T08:23:45Z
U2S1-0377,NOT_DECISIVE,2026-09-14T08:23:46Z
U2S1-0381,NOT_DECISIVE,2026-09-14T08:23:46Z
U2S1-0384,NOT_DECISIVE,2026-09-14T08:23:47Z
U2S1-0389,NOT_DECISIVE,2026-09-14T08:23:49Z
U2S1-0393,UNCLEAR,2026-09-14T08:23:53Z
U2S1-0394,DECISIVE,2026-09-14T08:23:55Z
U2S1-0395,NOT_DECISIVE,2026-09-14T08:23:56Z
U2S1-0397,NOT_DECISIVE,2026-09-14T08:23:57Z
U2S1-0400,NOT_DECISIVE,2026-09-14T08:23:58Z
U2S1-0404,NOT_DECISIVE,2026-09-14T08:23:59Z
U2S1-0408,NOT_DECISIVE,2026-09-14T08:24:03Z
U2S1-0412,NOT_DECISIVE,2026-09-14T08:24:04Z
U2S1-0417,UNCLEAR,2026-09-14T08:24:09Z
U2S1-0419,NOT_DECISIVE,2026-09-14T08:24:10Z
U2S1-0426,NOT_DECISIVE,2026-09-14T08:24:11Z
U2S1-0429,NOT_DECISIVE,2026-09-14T08:24:11Z
U2S1-0439,NOT_DECISIVE,2026-09-14T08:24:15Z
U2S1-0444,NOT_DECISIVE,2026-09-14T08:24:19Z
